"text","pos","neg"
"Liberalism is a cult, and all pro-liberal argumentation requires axiomatic assumptions that limit honest discourse. Therefore it should be concluded that liberals are not rational people.",0.117,0
"Liberalism is a cult, and all pro-liberal argumentation requires axiomatic assumptions that limit honest discourse. Therefore it should be concluded that liberals are not rational people.",0.117,0
"Liberalism is a cult, and all pro-liberal argumentation requires axiomatic assumptions that limit honest discourse. Therefore it should be concluded that liberals are not rational people.",0.117,0
"Liberalism is a cult, and all pro-liberal argumentation requires axiomatic assumptions that limit honest discourse. Therefore it should be concluded that liberals are not rational people.",0.117,0
"Liberalism is a cult, and all pro-liberal argumentation requires axiomatic assumptions that limit honest discourse. Therefore it should be concluded that liberals are not rational people.",0.117,0
"Liberalism is a cult, and all pro-liberal argumentation requires axiomatic assumptions that limit honest discourse. Therefore it should be concluded that liberals are not rational people.",0.117,0
"Liberalism is a cult, and all pro-liberal argumentation requires axiomatic assumptions that limit honest discourse. Therefore it should be concluded that liberals are not rational people.",0.117,0
"Liberalism is a cult, and all pro-liberal argumentation requires axiomatic assumptions that limit honest discourse. Therefore it should be concluded that liberals are not rational people.",0.117,0
"Liberalism is a cult, and all pro-liberal argumentation requires axiomatic assumptions that limit honest discourse. Therefore it should be concluded that liberals are not rational people.",0.117,0
"Liberalism is a cult, and all pro-liberal argumentation requires axiomatic assumptions that limit honest discourse. Therefore it should be concluded that liberals are not rational people.",0.117,0
"Liberalism is a cult, and all pro-liberal argumentation requires axiomatic assumptions that limit honest discourse. Therefore it should be concluded that liberals are not rational people.",0.117,0
"Liberalism is a cult, and all pro-liberal argumentation requires axiomatic assumptions that limit honest discourse. Therefore it should be concluded that liberals are not rational people.",0.117,0
"Liberalism is a cult, and all pro-liberal argumentation requires axiomatic assumptions that limit honest discourse. Therefore it should be concluded that liberals are not rational people.",0.117,0
"Liberalism is a cult, and all pro-liberal argumentation requires axiomatic assumptions that limit honest discourse. Therefore it should be concluded that liberals are not rational people.",0.117,0
"Liberalism is a cult, and all pro-liberal argumentation requires axiomatic assumptions that limit honest discourse. Therefore it should be concluded that liberals are not rational people.",0.117,0
"Liberalism is a cult, and all pro-liberal argumentation requires axiomatic assumptions that limit honest discourse. Therefore it should be concluded that liberals are not rational people.",0.117,0
"Liberalism is a cult, and all pro-liberal argumentation requires axiomatic assumptions that limit honest discourse. Therefore it should be concluded that liberals are not rational people.",0.117,0
"Liberalism is a cult, and all pro-liberal argumentation requires axiomatic assumptions that limit honest discourse. Therefore it should be concluded that liberals are not rational people.",0.117,0
"Liberalism is a cult, and all pro-liberal argumentation requires axiomatic assumptions that limit honest discourse. Therefore it should be concluded that liberals are not rational people.",0.117,0
"Liberalism is a cult, and all pro-liberal argumentation requires axiomatic assumptions that limit honest discourse. Therefore it should be concluded that liberals are not rational people.",0.117,0
"Liberalism is a cult, and all pro-liberal argumentation requires axiomatic assumptions that limit honest discourse. Therefore it should be concluded that liberals are not rational people.",0.117,0
"Liberalism is a cult, and all pro-liberal argumentation requires axiomatic assumptions that limit honest discourse. Therefore it should be concluded that liberals are not rational people.",0.117,0
"Liberalism is a cult, and all pro-liberal argumentation requires axiomatic assumptions that limit honest discourse. Therefore it should be concluded that liberals are not rational people.",0.117,0
"Liberalism is a cult, and all pro-liberal argumentation requires axiomatic assumptions that limit honest discourse. Therefore it should be concluded that liberals are not rational people.",0.117,0
"Joe Manchin Is Doing Utilities Reconciliation Bill Dirty Work | The West Virginia senator has received hundreds of thousands from utilities, many of which want a key climate provision in the reconciliation bill watered down.",0.035,0.078
"Joe Manchin Is Doing Utilities Reconciliation Bill Dirty Work | The West Virginia senator has received hundreds of thousands from utilities, many of which want a key climate provision in the reconciliation bill watered down.",0.035,0.078
"Joe Manchin Is Doing Utilities Reconciliation Bill Dirty Work | The West Virginia senator has received hundreds of thousands from utilities, many of which want a key climate provision in the reconciliation bill watered down.",0.035,0.078
"Joe Manchin Is Doing Utilities Reconciliation Bill Dirty Work | The West Virginia senator has received hundreds of thousands from utilities, many of which want a key climate provision in the reconciliation bill watered down.",0.035,0.078
"Joe Manchin is wrecking the Senate climate change bill- Democrats' reconciliation spending package is the best hope for action on climate change.",0.262,0
"The Sunrise Climate Activists Are Going on Hunger Strike | Galvanized by news that Senator Joe Manchin might kill the Clean Energy Payment Program, climate activists will fast in front of the White House to demand Congress pass the reconciliation bills climate measures.",0.093,0.188
"The Sunrise Climate Activists Are Going on Hunger Strike | Galvanized by news that Senator Joe Manchin might kill the Clean Energy Payment Program, climate activists will fast in front of the White House to demand Congress pass the reconciliation bills climate measures.",0.093,0.188
"Scrutiny grows of Joe Manchins steady stream of support from oil, gas and coal- West Virginia senator who opposes Bidens climate bill has enjoyed fruitful connections to the fossil-fuel sector",0.176,0
"Scrutiny grows of Joe Manchins steady stream of support from oil, gas and coal- West Virginia senator who opposes Bidens climate bill has enjoyed fruitful connections to the fossil-fuel sector",0.176,0
"Alan Jones: Morrison Could Suffer Same Fate as Rudd",0,0.304
"Joe Manchin Just Cooked the Planet",0,0
"Joe Manchin Just Cooked the Planet",0,0
"Joe Manchin Just Cooked the Planet",0,0
"Joe Manchin Defeats Progressives in Battle Over Joe Biden's Climate Plan - central part of climate agenda will reportedly be removed from the infrastructure bill",0,0.176
"Joe Manchin Defeats Progressives in Battle Over Joe Biden's Climate Plan - central part of climate agenda will reportedly be removed from the infrastructure bill",0,0.176
"Joe Manchin Defeats Progressives in Battle Over Joe Biden's Climate Plan - central part of climate agenda will reportedly be removed from the infrastructure bill",0,0.176
"Joe Manchin Defeats Progressives in Battle Over Joe Biden's Climate Plan - central part of climate agenda will reportedly be removed from the infrastructure bill",0,0.176
"Joe Manchin Defeats Progressives in Battle Over Joe Biden's Climate Plan - central part of climate agenda will reportedly be removed from the infrastructure bill",0,0.176
"Joe Manchin Defeats Progressives in Battle Over Joe Biden's Climate Plan - central part of climate agenda will reportedly be removed from the infrastructure bill",0,0.176
"Joe Manchin Defeats Progressives in Battle Over Joe Biden's Climate Plan - central part of climate agenda will reportedly be removed from the infrastructure bill",0,0.176
"Joe Manchin Defeats Progressives in Battle Over Joe Biden's Climate Plan - central part of climate agenda will reportedly be removed from the infrastructure bill",0,0.176
"Joe Manchin Defeats Progressives in Battle Over Joe Biden's Climate Plan - central part of climate agenda will reportedly be removed from the infrastructure bill",0,0.176
"Scrutiny grows of Joe Manchins steady stream of support from oil, gas and coal- West Virginia senator who opposes Bidens climate bill has enjoyed fruitful connections to the fossil-fuel sector",0.176,0
"Scrutiny grows of Joe Manchins steady stream of support from oil, gas and coal- West Virginia senator who opposes Bidens climate bill has enjoyed fruitful connections to the fossil-fuel sector",0.176,0
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Blaming Progressives makes no sense",0,0.643
"Joe Manchin, who is holding up crucial climate change initiatives in Biden's reconciliation bill, collects $500,000 a year from coal stocks dividends: report",0,0
"Scrutiny grows of Joe Manchins steady stream of support from oil, gas and coal- West Virginia senator who opposes Bidens climate bill has enjoyed fruitful connections to the fossil-fuel sector",0.176,0
"Scrutiny grows of Joe Manchins steady stream of support from oil, gas and coal- West Virginia senator who opposes Bidens climate bill has enjoyed fruitful connections to the fossil-fuel sector",0.176,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
"Joe Manchin leads opposition to Bidens climate bill, backed by support from oil, gas and coal",0.213,0
